timestamp,url_404,redirect_url,agreement_score,total_score,algorithm,is_best_match,source
2025-04-09 13:13:24,https://latrinita.ch/en/service/ansteckend/,https://latrinita.ch/de/service/ansteckend/,6.0,5.863720930232558,jaccard,True,auto
2025-04-09 13:13:24,https://latrinita.ch/fr/service/boutique-de-produits-pharmaceutiques-2/,https://latrinita.ch/fr/boutique-de-produits-pharmaceutiques/,5.0,5.301937872293046,jaccard,True,auto
2025-04-09 13:13:24,https://latrinita.ch/fr/service/boutique-de-produits-pharmaceutiques-2/,https://latrinita.ch/fr/service/,5.0,5.301937872293046,hamming,False,auto
2025-04-09 13:13:24,https://latrinita.ch/de/service/hospitalization-and-intensive-care/,https://latrinita.ch/servizio/terapia-del-dolore/,4.0,5.905373134328359,jaccard,False,auto
2025-04-09 13:13:24,https://latrinita.ch/de/service/hospitalization-and-intensive-care/,https://latrinita.ch/de/service/hospitalization/,4.0,5.905373134328359,hamming,True,auto
2025-04-09 13:13:24,https://latrinita.ch/fr/service/hospitalization-and-intensive-care/,https://latrinita.ch/fr/rendez-vous/,4.0,5.808438469672543,jaccard,False,auto
2025-04-09 13:13:24,https://latrinita.ch/fr/service/hospitalization-and-intensive-care/,https://latrinita.ch/en/service/hospitalization-and-intensive-care/,4.0,5.808438469672543,hamming,True,auto
2025-04-09 13:13:24,https://latrinita.ch/en/service/medecine-generale/,https://latrinita.ch/en/service/general-medicine/,3.0,5.85,jaccard,False,auto
2025-04-09 13:13:24,https://latrinita.ch/en/service/medecine-generale/,https://latrinita.ch/fr/service/medecine-generale/,3.0,5.85,hamming,True,auto
2025-04-09 13:13:24,https://latrinita.ch/fr/assurance-pour-votre-animal-de-compagnie/,https://latrinita.ch/come-vede-un-gatto-il-mondo-dalla-prospettiva-felina/,3.0,5.505990695303041,jaccard,False,auto
2025-04-09 13:13:24,https://latrinita.ch/fr/assurance-pour-votre-animal-de-compagnie/,https://latrinita.ch/fr/,3.0,5.505990695303041,hamming,False,auto
2025-04-09 13:13:24,https://latrinita.ch/fr/assurance-pour-votre-animal-de-compagnie/,https://latrinita.ch/fr/assurance-sante-pour-votre-animal-de-compagnie/,3.0,5.505990695303041,ratcliff,True,auto
2025-04-09 13:13:24,https://latrinita.ch/fr/service/premiers-secours-et-urgences/,https://latrinita.ch/come-vede-un-gatto-il-mondo-dalla-prospettiva-felina/,3.0,5.139746293966652,jaccard,False,auto
2025-04-09 13:13:24,https://latrinita.ch/fr/service/premiers-secours-et-urgences/,https://latrinita.ch/fr/service/,3.0,5.139746293966652,hamming,False,auto
2025-04-09 13:13:24,https://latrinita.ch/fr/service/premiers-secours-et-urgences/,https://latrinita.ch/fr/premiers-secours-durgence/,3.0,5.139746293966652,ratcliff,True,auto
2025-04-09 13:13:24,https://latrinita.ch/fr/?page_id=4203,https://latrinita.ch/fr/service/,3.0,4.633436082452476,jaccard,True,auto
2025-04-09 13:13:24,https://latrinita.ch/fr/?page_id=4203,https://latrinita.ch/fr/,3.0,4.633436082452476,hamming,False,auto
2025-04-09 13:13:24,https://latrinita.ch/fr/?page_id=4203,https://latrinita.ch/fr/postes-dabri/,3.0,4.633436082452476,levenshtein,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/lavora-con-noi/tecnico-di-laboratorio/,https://www.diemmefiltration.com/lavora-con-noi/commerciale-b-plas/,6.0,7.861601534006951,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/lavora-con-noi/tecnico-di-laboratorio/,https://www.diemmefiltration.com/lavora-con-noi/,6.0,7.861601534006951,hamming,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/lavora-con-noi/inside-sales-engineer/,https://www.diemmefiltration.com/lavora-con-noi/progettista-elettrico-softwarista/,6.0,7.861601534006951,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/lavora-con-noi/inside-sales-engineer/,https://www.diemmefiltration.com/lavora-con-noi/,6.0,7.861601534006951,hamming,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/wp-content/uploads/2024/12/DIEMME-Report,https://www.diemmefiltration.com/wp-content/uploads/2024/12/DIEMME-Report-2023-WEB.pdf,6.0,6.278055118896015,jaccard,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/wp-content/uploads/2024/12/DIEMME-Report,https://www.diemmefiltration.com/wp-content/uploads/2022/12/KE_FRA.pdf,6.0,6.278055118896015,levenshtein,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/3/,https://www.diemmefiltration.com/it/blog/,6.0,6.62686813398641,jaccard,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/3/,https://www.diemmefiltration.com/it/blog/,6.0,6.62686813398641,hamming,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/3/,https://www.diemmefiltration.com/it/blog/,6.0,6.62686813398641,ML,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/wp-,https://www.diemmefiltration.com/es/filtros-prensa/,5.0,6.138471788832732,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/wp-,https://www.diemmefiltration.com/,5.0,6.138471788832732,hamming,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/es/lavora-con-noi/tecnico-di-laboratorio/,https://www.diemmefiltration.com/lavora-con-noi/commerciale-b-plas/,4.0,6.592292982320905,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/es/lavora-con-noi/tecnico-di-laboratorio/,https://www.diemmefiltration.com/it/lavora-con-noi/,4.0,6.592292982320905,hamming,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/es/lavora-con-noi/tecnico-di-laboratorio/,https://www.diemmefiltration.com/lavora-con-noi/tecnico-di-laboratorio/,4.0,6.592292982320905,ratcliff,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/es/lavora-con-noi/inside-sales-engineer/,https://www.diemmefiltration.com/lavora-con-noi/progettista-elettrico-softwarista/,4.0,6.595983623918962,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/es/lavora-con-noi/inside-sales-engineer/,https://www.diemmefiltration.com/it/lavora-con-noi/,4.0,6.595983623918962,hamming,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/es/lavora-con-noi/inside-sales-engineer/,https://www.diemmefiltration.com/lavora-con-noi/inside-sales-engineer/,4.0,6.595983623918962,ratcliff,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/lavora-con-noi/tecnico-di-laboratorio/,https://www.diemmefiltration.com/lavora-con-noi/commerciale-b-plas/,4.0,6.529306034856739,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/lavora-con-noi/tecnico-di-laboratorio/,https://www.diemmefiltration.com/it/lavora-con-noi/,4.0,6.529306034856739,hamming,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/lavora-con-noi/tecnico-di-laboratorio/,https://www.diemmefiltration.com/lavora-con-noi/tecnico-di-laboratorio/,4.0,6.529306034856739,ratcliff,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/de/lavora-con-noi/inside-sales-engineer/,https://www.diemmefiltration.com/lavora-con-noi/progettista-elettrico-softwarista/,4.0,6.499875319804029,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/de/lavora-con-noi/inside-sales-engineer/,https://www.diemmefiltration.com/it/lavora-con-noi/,4.0,6.499875319804029,hamming,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/de/lavora-con-noi/inside-sales-engineer/,https://www.diemmefiltration.com/lavora-con-noi/inside-sales-engineer/,4.0,6.499875319804029,ratcliff,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/lavora-con-noi/inside-sales-engineer/,https://www.diemmefiltration.com/lavora-con-noi/progettista-elettrico-softwarista/,4.0,6.53318179307827,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/lavora-con-noi/inside-sales-engineer/,https://www.diemmefiltration.com/it/lavora-con-noi/,4.0,6.53318179307827,hamming,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/lavora-con-noi/inside-sales-engineer/,https://www.diemmefiltration.com/lavora-con-noi/inside-sales-engineer/,4.0,6.53318179307827,ratcliff,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/5/,https://www.diemmefiltration.com/blog/,4.0,6.5860430822012805,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/5/,https://www.diemmefiltration.com/it/blog/,4.0,6.5860430822012805,hamming,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/5/,https://www.diemmefiltration.com/it/blog/,4.0,6.5860430822012805,ratcliff,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/7/,https://www.diemmefiltration.com/it/blog/,4.0,6.517332722793247,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/7/,https://www.diemmefiltration.com/it/blog/,4.0,6.517332722793247,ratcliff,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/8/,https://www.diemmefiltration.com/it/blog/,4.0,6.517332722793247,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/8/,https://www.diemmefiltration.com/it/blog/,4.0,6.517332722793247,ratcliff,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/9/,https://www.diemmefiltration.com/it/blog/,4.0,6.517332722793247,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/9/,https://www.diemmefiltration.com/it/blog/,4.0,6.517332722793247,ratcliff,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/lavora-con-noi/addetto-a-qualita/,https://www.diemmefiltration.com/it/lavora-con-noi/quadrista-cablatore-bordo-macchina/,5.0,6.099240934558407,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/lavora-con-noi/addetto-a-qualita/,https://www.diemmefiltration.com/lavora-con-noi/addetta-o-hr/,5.0,6.099240934558407,hamming,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/2/,https://www.diemmefiltration.com/blog/,3.0,6.631534948409181,jaccard,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/2/,https://www.diemmefiltration.com/it/blog/,3.0,6.631534948409181,hamming,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/2/,https://www.diemmefiltration.com/it/blog/,3.0,6.631534948409181,ratcliff,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog//page/2/,https://www.diemmefiltration.com/it/blog/,3.0,6.631534948409181,ML,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/fr/home.html,https://www.diemmefiltration.com/,3.0,5.863944754357704,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/fr/home.html,https://www.diemmefiltration.com/fr/,3.0,5.863944754357704,hamming,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/fr/home.html,https://www.diemmefiltration.com/fr/contacts/,3.0,5.863944754357704,levenshtein,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/ticketing/,https://www.diemmefiltration.com/de/anwendungen/nahrungsmittelsektor/,4.0,5.681686547065548,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/ticketing/,https://www.diemmefiltration.com/,4.0,5.681686547065548,hamming,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/ticketing/,https://www.diemmefiltration.com/it/,4.0,5.681686547065548,ratcliff,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/lavora-con-noi/verniciatore/,https://www.diemmefiltration.com/it/lavora-con-noi/,4.0,5.845086539579172,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/lavora-con-noi/verniciatore/,https://www.diemmefiltration.com/lavora-con-noi/buyer/,4.0,5.845086539579172,hamming,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog/benvenuto-federico/,https://www.diemmefiltration.com/it/blog/siglata-una-nuova-partnership-strategica/,3.0,5.601666261355998,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog/benvenuto-federico/,https://www.diemmefiltration.com/it/blog/,3.0,5.601666261355998,hamming,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/it/blog/benvenuto-federico/,https://www.diemmefiltration.com/it/blog/ci-vediamo-in-fiera/,3.0,5.601666261355998,levenshtein,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/es/blog/bienvenida-a-la-empresa-lucia/,https://www.diemmefiltration.com/it/blog/siglata-una-nuova-partnership-strategica/,4.0,5.6475958774471335,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/es/blog/bienvenida-a-la-empresa-lucia/,https://www.diemmefiltration.com/es/blog/,4.0,5.6475958774471335,hamming,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/es/blog/bienvenida-a-la-empresa-lucia/,https://www.diemmefiltration.com/es/blog/el-liceo-visita-la-empresa/,4.0,5.6475958774471335,ratcliff,True,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/lavora-con-noi/usa-and-canada-customer-service-field-engineer/,https://www.diemmefiltration.com/sludge-disposal/sludge-development-research/,4.0,5.307245067771282,jaccard,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/lavora-con-noi/usa-and-canada-customer-service-field-engineer/,https://www.diemmefiltration.com/lavora-con-noi/buyer/,4.0,5.307245067771282,hamming,False,auto
2025-04-09 13:22:28,https://www.diemmefiltration.com/lavora-con-noi/usa-and-canada-customer-service-field-engineer/,https://www.diemmefiltration.com/lavora-con-noi/aida-software-engineer/,4.0,5.307245067771282,ratcliff,True,auto
